PricePaid,Age,Income,CreditScore,PreviousCarOwned,VehicleType,Brand,Gender,MaritalStatus,Region,PrevCarDoors,NumKids,YearsOwnedPrevCar
57954.36679336681,47.40333422556479,,679.424597812659,2,SUV,Chevy,Female,Single,South,4,0,2
54298.88677634394,37.85497433175781,76477.27645529193,632.7176290204388,1,SUV,Dodge,Male,Married,South,4,3,7
45549.94627101633,45.51126604086956,,726.051513729872,1,Sedan,Chevy,Female,Married,North,2,0,2
50808.032630162415,30.40267665167066,74613.17238769855,667.762422626977,4,SUV,Ford,Female,Married,North,4,2,5
55177.64921823027,23.36310021803617,85707.30312518826,717.2763991583375,3,Sedan,Ford,Male,,North,3,2,3
57206.69731550062,45.57029622487803,101087.10218623655,758.2736610283314,3,SUV,Ford,Female,,West,3,3,2
47119.79682819088,,60927.49907344221,665.7800782813084,4,SUV,Ford,Female,,North,4,2,8
58349.884545862034,30.03955059830108,67114.42792047026,676.2858596649528,4,SUV,Chevy,Male,Married,East,2,1,6
46266.995055251464,52.221941801067956,73567.00639386693,750.7256332859941,1,Sedan,Dodge,Male,Single,East,3,0,8
56789.94415618322,40.43423408816411,60382.033478071644,735.3711416676139,3,SUV,Chevy,Female,Single,South,4,0,5
51770.97255309987,26.64308478306924,89678.39593183885,730.0741789657432,3,SUV,Dodge,Male,Married,West,3,2,9
37362.54107160616,28.684946986478373,73948.58181951565,680.4306567073373,3,Sedan,Chevy,Female,Single,South,3,2,5
44231.17208363938,40.1578477336065,76829.35535064069,628.1965184614846,1,Sedan,Ford,Male,Single,South,3,2,3
50410.75871170366,35.95537712075896,84302.59690161239,664.4083060782682,1,Sedan,Ford,Male,Married,South,4,0,5
56239.79361649976,26.87087023241761,73924.32725436887,649.5259742556508,4,SUV,Ford,Male,Married,West,4,0,5
53276.99620984881,23.05960718774595,62736.91307736202,729.0773157026907,1,SUV,Ford,Male,Single,South,3,2,1
54184.472701226274,31.53280672073494,74054.696425523,714.2260768310213,1,SUV,Chevy,Male,Married,West,4,1,1
37224.50108404701,41.93809008331118,62157.27960729916,670.0691537577118,3,Sedan,Ford,Male,,South,3,0,2
46634.874763505664,39.93599247396862,76619.7133367473,678.606223590224,3,Sedan,Dodge,Female,Single,South,4,1,7
61167.86238531256,,89954.06581202695,723.7824829454403,4,SUV,Dodge,Female,,East,2,0,6
57703.81255918024,42.01887194291483,57375.32561591502,684.0334433247078,1,SUV,Ford,Male,Married,South,2,2,7
50624.32948465047,,,670.9426645711446,3,Sedan,Dodge,Male,,East,4,2,9
36737.26525606001,43.941265104341475,75738.74903879511,798.9295564497086,3,Sedan,Chevy,Male,Married,West,2,3,9
43968.69428799918,38.786913286104195,63483.00574884141,,4,Sedan,Chevy,Male,Married,East,4,3,4
54290.84618885594,49.28072006660689,75476.17911617954,733.4319839659785,3,SUV,Chevy,Female,Single,South,4,1,5
50988.57095627316,30.40149697783705,79806.0528091455,719.6287838444197,4,SUV,Chevy,Female,,East,4,3,7
51819.59616930636,,42844.70656607191,623.8372034247415,3,SUV,Chevy,Female,Married,North,3,3,8
52010.77787049806,37.989120643996316,85347.74141487814,666.0503058265248,4,Sedan,Ford,Female,Single,West,4,0,6
60221.01954789282,27.630467415571545,57454.97245567126,740.956085337235,4,SUV,Ford,Female,Single,South,3,0,9
56138.907672118075,35.80125837715642,74664.78074152966,693.4258607039153,4,SUV,Dodge,Male,,North,4,1,4
50499.92503855926,19.25040319104697,65109.26496842355,626.7530210486491,2,SUV,Chevy,Male,Married,North,3,2,7
47722.86983029714,59.12178047662954,66720.64477823558,719.7244097727879,2,Sedan,Ford,Male,Single,West,4,0,7
67336.35789986532,30.62586211563687,100409.36909426982,670.8847677413273,1,SUV,Dodge,Male,Married,East,2,1,8
42018.92226744542,55.861141314213114,79789.01281193491,721.7946087739191,1,Sedan,Ford,Female,Married,South,2,3,5
56616.512378616724,40.380845057194925,88570.32604430386,834.3887328752714,3,SUV,Chevy,Male,Married,West,3,3,2
49577.17623124703,45.64864132155959,77264.12031304114,719.1219534986529,2,SUV,Chevy,Male,,North,4,2,4
44118.524641249154,35.112002016490685,,730.6086508133619,4,Sedan,Dodge,Male,Married,West,2,2,3
58934.70212613237,42.079296919616745,81260.67543215178,687.3002735473101,1,SUV,Ford,Female,Married,South,4,2,1
56662.85822602541,46.50489639988436,78816.84217030239,,1,Sedan,Dodge,Male,Married,West,3,2,3
63824.60817570444,46.64552414394182,91607.3386374702,751.1962459929546,4,SUV,Dodge,Female,Married,South,2,0,8
51146.58338425025,47.74773390074357,77347.58180766406,669.7080357011858,4,Sedan,Chevy,Male,Single,North,3,0,9
60506.72128261984,36.316672899608236,109277.22858326558,688.5409149527555,2,SUV,Chevy,Female,Married,North,3,1,4
58508.674121833625,35.196403275086446,89407.97359218656,789.6737767820296,4,SUV,Dodge,Male,Single,West,3,3,1
54956.65501422933,,,683.1146120650992,1,SUV,Chevy,Male,,South,3,3,2
55140.68640066325,45.23219011176937,72351.75436525527,760.7664065903939,1,Sedan,Chevy,Female,Married,South,3,0,9
45695.73266776095,50.82378711323443,,719.3739058962717,2,Sedan,Ford,Male,Married,South,3,1,9
58310.57689059636,56.159816799179296,,,3,Sedan,Dodge,Female,Single,West,2,1,4
33730.06653836294,43.05172634580508,,717.0703656713196,2,Sedan,Chevy,Male,Married,East,3,0,7
48088.61622978281,32.33520227091431,86955.2505725081,664.1789325327945,1,Sedan,Chevy,Female,,East,4,3,7
43800.579971733154,23.029038567105445,54606.195213015526,745.2362554620373,2,Sedan,Chevy,Male,,South,4,2,4
46173.673393084464,50.416667330833505,94216.16317074742,762.3546914169531,3,Sedan,Chevy,Male,Single,South,3,2,3
46995.1957569816,22.037234332224646,,702.4503564459409,1,Sedan,Chevy,Male,,North,2,0,3
37010.77509496767,36.59395922256233,66061.43241202865,767.1238213384631,4,Sedan,Chevy,Female,Married,North,2,0,1
57663.030719108225,,66013.16410941689,708.0036873677045,1,SUV,Dodge,Male,Married,East,2,2,5
59187.4607009781,39.30544862148981,,745.7256549017051,4,SUV,Ford,Female,Single,East,3,0,5
62488.84254262696,40.3580260003584,70993.9845277832,,1,SUV,Ford,Male,Single,North,4,1,7
57913.295308266264,41.38147556367575,65046.72533493439,,3,SUV,Dodge,Male,Single,East,2,0,3
50639.04108669926,15.846367379214705,68640.61263834694,690.872391866525,4,SUV,Chevy,Female,Married,South,2,1,5
52272.104546904564,40.14655909870127,,714.6752509720985,1,SUV,Chevy,Female,,West,4,2,9
54813.7388087242,17.70424425888123,62367.5435407277,,4,Sedan,Dodge,Male,Single,East,2,0,5
55929.78590247111,47.32218073090995,,739.9322804393707,1,SUV,Chevy,Male,Single,East,2,3,6
41447.418851562026,34.44874844196388,70962.46004256164,,3,Sedan,Ford,Male,Single,South,3,2,4
59288.60821820229,18.429632747766497,84962.89905410388,661.2990573612559,2,SUV,Ford,Male,Married,West,3,0,7
64003.05008973317,31.857953226146243,83308.1385139984,759.3424245796567,3,SUV,Dodge,Female,Married,South,3,0,5
60962.74108937744,34.29924660815346,93851.25746319874,686.7195195196563,2,SUV,Chevy,Male,Married,South,2,2,4
51019.79026629227,51.90699617555005,90509.63725944932,673.9546004867052,1,SUV,Chevy,Male,Married,North,4,3,8
43468.290505201265,,67071.04927622434,719.9748155283837,3,Sedan,Chevy,Male,Married,South,4,1,4
43061.77127619847,43.4444494435058,,676.7463648236995,3,Sedan,Chevy,Male,Married,North,2,1,8
49101.91159104515,51.812216342206014,74511.65858667872,698.4160236518939,2,SUV,Ford,Female,Married,East,3,0,9
45500.273073971985,39.03855712075511,42734.209759171696,787.3125356365969,3,Sedan,Ford,Male,Married,East,4,1,3
44364.70229981762,47.54187961032403,56741.10694635384,669.2657622141392,2,Sedan,Chevy,Male,,West,2,1,5
60950.046750156456,46.83861113931992,72490.69984273332,733.770474133541,2,SUV,Dodge,Female,Married,East,4,1,8
48484.22051838337,27.135305064305875,72406.55347288787,670.825041898516,2,Sedan,Dodge,Male,Married,South,3,1,1
36218.44236409077,54.729835776298295,82684.87581307751,651.3404246517543,3,Sedan,Ford,Female,,East,3,3,7
57010.68671825538,25.796982199293055,81954.62444303773,695.9225443889202,4,SUV,Dodge,Male,,North,4,3,7
43814.81544671229,49.17366649477848,48439.61246850397,834.2213391247867,1,Sedan,Ford,Male,Married,East,2,1,6
41048.134482758076,24.829269630943674,82778.95101686295,739.0812863589937,3,Sedan,Ford,Female,Single,East,4,3,3
60423.504886249946,46.01236788151673,77678.80809680646,723.1026317449673,4,SUV,Dodge,Male,Single,North,3,1,3
57930.762040254485,,84350.59772466944,673.7723991857425,2,SUV,Chevy,Male,,North,3,1,5
54146.64493707477,37.870213434497884,91002.98381462385,680.7708524779869,4,Sedan,Chevy,Male,Married,North,2,3,8
45675.087378467826,37.43644357146854,72856.75540818043,625.8261386745296,4,Sedan,Ford,Female,Married,North,4,0,3
48570.17268278572,46.10439999316849,,789.7517991893313,1,Sedan,Chevy,Female,Married,North,3,1,1
53062.58061153016,36.70603544037457,61658.9931916043,713.4455435600286,4,SUV,Ford,Male,,East,4,2,2
45669.48593262961,58.18278703742821,60813.92819441672,709.0974594841568,3,SUV,Chevy,Male,,South,2,0,7
46214.43644108102,41.92192249458696,81431.58285203311,710.1923766561896,1,Sedan,Ford,Female,Single,South,4,1,3
62338.14919691038,36.79830491779274,69468.4868204223,804.5074732581512,1,SUV,Dodge,Male,Married,West,4,1,1
68508.159918791,34.597144721043165,78924.48846928454,714.9750254718056,1,SUV,Chevy,Male,Married,West,4,1,2
54333.047079434364,30.670515298269795,,690.3733578977352,2,SUV,Ford,Male,Single,West,2,1,1
53397.090861416036,33.7224501324251,80902.42610255964,789.9555769746007,2,Sedan,Dodge,Female,,South,3,2,8
50184.17078650904,36.49326606341403,,693.5172444824994,1,Sedan,Dodge,Male,Married,North,4,1,6
52352.753110065634,,61961.69432022229,,1,SUV,Dodge,Male,Single,East,2,2,1
52137.13790873118,33.41824725862896,49500.30290063481,623.6496773046294,2,Sedan,Dodge,Male,Single,North,3,1,3
49959.13543189526,60.9884123035244,73911.80077089735,690.4145095685828,2,Sedan,Chevy,Female,Married,South,2,0,8
58734.18318865027,29.6990492351051,,714.5819354024883,2,SUV,Chevy,Female,Single,West,4,2,1
52762.39301532398,41.466325876461745,,741.0972771956199,2,SUV,Chevy,Female,,West,3,0,3
63197.863072519394,45.92521009760872,81021.93748808054,654.0848884515424,2,SUV,Chevy,Female,Married,West,2,0,9
41405.231912962874,46.301079955837324,96397.45909077874,688.7370658923202,2,Sedan,Ford,Male,Single,East,2,0,6
50612.020164191636,39.41392924217528,,659.5174974902509,3,Sedan,Dodge,Female,Married,South,2,3,4
58209.2160179512,37.59297428152691,81432.23831402673,755.6857028749314,2,Sedan,Ford,Female,,East,2,1,6
52084.89769501588,44.515474912395064,77551.59717986014,764.1209801341656,4,SUV,Ford,Female,Single,West,3,1,5
38390.535644622585,,52220.50426495387,,4,Sedan,Chevy,Male,Single,East,4,3,6
60404.499873445224,37.41041165232487,65547.08033734589,717.5767507136215,1,SUV,Dodge,Male,Single,South,3,1,4
50426.7840100223,24.381214282755693,70788.6628797289,793.2647996315201,4,Sedan,Dodge,Female,Married,North,4,0,9
48775.28290941955,,62215.02582848772,665.3548740950718,4,SUV,Dodge,Male,Married,West,4,3,1
56431.43659319302,28.534498362925422,78726.79894429147,710.7970912366868,3,SUV,Ford,Female,Single,North,3,1,7
39115.04703221886,33.328404499336735,,646.9590427732057,2,Sedan,Chevy,Female,Married,South,2,1,3
60717.9386169146,,97766.42388992425,728.6667037373138,2,SUV,Ford,Male,Single,South,2,1,7
50553.442226823296,,78658.1979274681,714.237180262275,4,SUV,Chevy,Female,Married,East,4,2,6
51964.976357093845,57.80452751292406,86691.51108037242,577.3076611984452,2,Sedan,Ford,Female,Single,South,3,1,2
41600.43412216942,34.62593621096186,64070.935269658214,755.4803528442391,2,Sedan,Chevy,Male,Married,East,2,1,2
48732.42718896447,47.74625635275151,,742.767501230379,1,Sedan,Dodge,Female,Married,East,4,2,9
45668.99452974566,43.059600244378366,51570.501060822295,672.2179168407539,1,Sedan,Ford,Female,Married,East,4,2,5
40996.13851727583,52.959976706397896,88692.42241629244,714.0608928908179,3,Sedan,Chevy,Male,Single,East,2,1,3
51886.942497243916,45.76228719595626,82433.84565299662,625.3129129461804,1,Sedan,Dodge,Male,Married,South,3,0,4
57252.87801115425,29.915185727136837,,661.4889747178418,2,Sedan,Dodge,Male,Married,North,3,0,3
38119.048002803815,22.769539707087688,,783.453971511234,2,Sedan,Chevy,Male,Married,South,4,2,5
59256.207552845146,43.11261699667505,,642.2826757399175,3,SUV,Dodge,Male,,South,2,2,4
59171.50021710382,34.71549002099609,58625.39928296652,700.4773158782526,4,SUV,Dodge,Male,Single,North,2,2,5
46626.17235637475,30.196862540494028,51134.189990641054,630.1819499212049,3,Sedan,Ford,Female,,North,3,0,5
48804.4625190322,27.324222954669224,86512.70853301068,716.897261006077,2,SUV,Ford,Female,Single,North,2,3,5
41268.4794940249,41.60975497587155,93080.17454140022,728.1372552653129,4,Sedan,Chevy,Male,Married,East,4,1,9
45591.126248824825,55.077076993133645,42572.88204279861,736.2065108230239,1,Sedan,Chevy,Female,,East,2,1,1
61210.36564401589,35.913276542939585,102574.58274227259,723.3992001811349,3,SUV,Chevy,Female,Married,North,4,0,9
53161.28743700476,45.90270311075322,74819.87645044741,771.3417770115316,4,Sedan,Dodge,Male,Married,East,2,1,6
45112.992584346,38.977336497824076,79347.79807315257,672.298586477293,3,Sedan,Chevy,Male,,East,4,3,6
49832.98264097137,27.10617910896607,52913.80746622385,647.086275112072,1,SUV,Ford,Male,Married,South,2,0,7
53055.33438989578,47.348113435104175,94812.38625247298,670.6413639421733,4,Sedan,Dodge,Female,Married,North,2,1,8
43919.506689881266,,78003.7513975025,632.6884591818807,3,Sedan,Ford,Female,Married,North,4,3,4
42715.26196171943,40.21626630593565,92082.39359656948,703.9389846097159,1,Sedan,Ford,Male,Single,East,2,2,9
65520.5383894429,36.58479584994695,93312.87480971616,693.0189176373751,2,SUV,Ford,Female,,West,4,2,2
55871.4501047819,48.930774345656914,95023.11634081905,,4,Sedan,Dodge,Female,,East,3,0,8
37954.81987764341,29.418490075293136,65275.78836221696,619.1879263717477,1,Sedan,Chevy,Female,,West,2,0,1
47757.14041389551,43.908699078019595,,699.3493812670547,3,Sedan,Chevy,Female,Married,North,3,2,8
52828.457259564464,31.60202592651299,,760.72404326579,2,SUV,Ford,Female,Married,North,4,0,4
67350.2971582688,34.88894787671215,88426.44694111924,728.6114722722316,3,SUV,Dodge,Female,Single,North,2,0,4
55896.77586334585,3.64799772459898,79993.33844045611,605.2232062131606,4,Sedan,Dodge,Male,Single,North,4,0,5
51372.264197145574,,,699.4145521759427,1,SUV,Ford,Female,Single,North,2,1,6
52253.21389035511,45.50556932826232,91691.0820458585,663.3612519773825,3,Sedan,Chevy,Female,Married,North,3,0,5
60985.877283681744,32.32652514061836,49091.107635916385,700.6430942703805,3,SUV,Dodge,Male,Single,South,2,0,5
50255.802823567705,,95261.55195830809,680.9673413882219,1,Sedan,Chevy,Female,Single,South,3,2,5
56149.55275900769,35.0435124712066,89262.91436648575,786.9648204544687,4,Sedan,Chevy,Male,Single,North,2,3,3
48804.93527792948,47.168795348194514,69461.62675221753,704.285659136104,4,Sedan,Dodge,Female,Single,East,3,1,1
52572.76704250077,21.079150744150745,80246.89149794444,715.8379357246886,4,SUV,Chevy,Female,Married,East,4,1,6
44822.85988552903,38.58415580705662,73144.95642625944,697.7968195515352,2,Sedan,Dodge,Female,Single,West,4,2,1
50819.482709070435,57.70641872462673,84240.83517946764,723.722530797543,2,SUV,Ford,Female,,North,4,3,5
47340.51154602725,28.660536640321958,69429.05428942686,689.1557332077545,4,Sedan,Dodge,Female,Married,South,2,3,5
45924.12460197794,40.80385038763655,82183.90861753661,,3,Sedan,Chevy,Male,Married,South,2,3,3
46592.486470822216,62.03309815257758,76009.57956989028,680.4037258591549,1,Sedan,Chevy,Female,Married,East,2,1,4
48364.07876326465,46.32151629690773,68517.09144757042,768.8226686663746,3,Sedan,Chevy,Male,Single,East,2,3,7
54048.841301422006,41.259238204854555,,724.82235483236,2,SUV,Ford,Male,Single,North,4,3,9
65674.81746304296,45.066364549090025,115597.04360233137,692.3721358511617,1,SUV,Ford,Female,,East,4,2,8
51990.50272016028,35.99134664990298,64716.95055261477,742.1045915544294,3,SUV,Chevy,Female,Married,East,4,3,6
60218.96049360478,52.9963128530344,71250.84613107647,724.6515023774521,4,Sedan,Ford,Female,,East,3,0,8
53453.48329057031,36.00669977099788,64978.31400550454,741.3657575597413,3,Sedan,Dodge,Female,Single,North,4,1,9
56287.34084205044,20.40818391264023,,704.2871939373288,1,SUV,Dodge,Female,Married,West,3,1,9
38891.73448733438,36.0869689605954,,687.9406116127336,3,Sedan,Chevy,Male,,North,3,2,3
53035.02300407442,30.332654701232965,,706.763809123661,2,Sedan,Dodge,Female,Single,West,2,1,3
54373.86468452984,37.188059878025705,74912.04745018035,,1,SUV,Chevy,Female,Married,North,3,1,4
62588.77599289307,37.40915940919369,90394.44877903668,748.966432226447,3,SUV,Ford,Male,Single,West,2,0,1
48322.75968268705,51.97423199804908,,773.4593407217027,2,Sedan,Chevy,Female,,South,3,2,2
54471.39167592896,46.952927266643854,72564.98720960678,728.9518759126319,2,SUV,Chevy,Male,Single,South,4,2,8
39383.391907133126,42.632654875753964,51992.02887308691,770.9078805083232,2,Sedan,Ford,Female,Single,East,3,2,1
49297.302934603445,39.970545886674046,87446.74511923504,756.3432273054632,3,SUV,Ford,Female,Single,South,2,2,8
57253.670424796015,29.411419911420055,77544.96931502962,686.5874126814078,3,SUV,Dodge,Female,Married,South,3,2,7
50651.12166753901,18.188247623343226,75333.35195550889,741.7896250185379,1,Sedan,Chevy,Male,,East,2,1,2
44588.43079618331,41.13160011392783,68009.27969985426,635.851705277343,4,Sedan,Chevy,Female,Single,East,2,1,7
54444.759631493485,47.946412035736586,,709.3034389834077,4,SUV,Dodge,Male,Married,West,4,1,1
53170.9350176623,38.91666116755411,,640.8822821510554,1,SUV,Chevy,Female,Married,North,4,3,7
56961.688930199765,,71447.57935796554,694.5172047879515,4,SUV,Ford,Female,Single,South,3,1,9
40628.402768227446,44.64502165214213,,628.0152601923917,4,Sedan,Chevy,Female,Married,North,3,0,1
58964.8232352538,39.16667799375653,91018.93652820114,754.7152026353025,1,SUV,Ford,Female,Single,West,3,1,5
47303.51729430002,56.857441919739614,84073.57834733816,680.2557933668104,1,Sedan,Ford,Female,Single,North,2,0,8
52074.575414131265,52.327283420682846,78831.04349918393,745.3161276682993,1,SUV,Ford,Male,Married,West,4,0,5
44228.25517970533,49.59508057023329,35148.39007329004,696.2239685317452,2,Sedan,Ford,Male,Single,South,2,0,7
45447.10262980293,47.57734114209904,,607.7897626288243,1,Sedan,Chevy,Female,Single,North,4,2,2
56069.288543112954,27.09832585548543,71381.94444786505,675.7918941225037,2,Sedan,Dodge,Female,Single,East,3,0,1
48310.55507498431,46.629937020526,65722.5647241849,673.4644171195648,3,Sedan,Ford,Male,Single,East,4,2,5
44584.26040789244,43.76325957646575,,699.2611251146313,1,Sedan,Dodge,Male,Married,South,3,0,1
57883.138717816364,46.064247283911634,85722.90051250916,,4,SUV,Dodge,Male,Single,North,4,0,4
59404.03016783334,44.92609486813053,81552.37075788582,783.6808378000728,4,SUV,Ford,Male,Married,South,3,2,9
47394.53396885157,44.527625878480656,90568.36372151614,688.4383921069457,4,Sedan,Ford,Male,Single,South,4,3,3
49281.51193522836,67.00866469549595,59665.522289492365,636.9860637374442,4,Sedan,Dodge,Male,Single,West,3,2,7
79751.01606479994,39.23814330048081,,,2,SUV,Dodge,Male,Married,South,2,1,4
46821.446467729154,,,723.9804584439026,3,Sedan,Chevy,Male,,South,3,3,9
48136.58270882339,35.29010189735997,65669.96971158127,694.5878768381134,1,Sedan,Ford,Male,Single,North,3,3,6
48785.440203379825,47.90641583887672,85907.53832555313,621.2338776679253,1,Sedan,Chevy,Male,Single,South,4,2,5
46470.06239430709,49.393198902324556,67166.98727802458,674.8203704987819,3,Sedan,Ford,Male,Single,West,2,2,2
60182.782705718186,43.64426077135348,94475.55006670131,765.5786961124891,4,SUV,Dodge,Male,Married,East,3,3,5
52574.48680528646,56.692469423765004,,714.6127978717429,1,Sedan,Dodge,Male,Married,North,4,3,3
58881.14082012365,31.157239636395825,106979.75474250926,702.3645709280294,3,SUV,Dodge,Female,Married,West,3,2,9
59971.05906456754,35.127790583317775,105439.46033403634,680.5603032431974,4,SUV,Dodge,Female,Single,West,3,3,8
54060.540872380814,42.123800860234894,,,1,SUV,Chevy,Male,Married,North,2,0,3
60440.71601119531,48.80806853484222,,727.1980284439214,4,SUV,Dodge,Female,Married,South,4,2,8
66202.73828473111,41.79429521294933,,707.1030352989143,3,SUV,Chevy,Male,Single,West,2,2,3
44454.61997529557,52.85759036510566,90199.29747347017,738.5508095453649,2,Sedan,Dodge,Female,,West,3,0,5
59465.3329760979,33.3831012903368,,727.3323639420031,4,SUV,Chevy,Female,Married,East,4,1,4
38443.52551102826,28.594215105114458,,700.9860060795622,4,Sedan,Ford,Female,Single,South,4,0,1
46225.32319041348,43.081283365365046,22007.72718481652,719.2104900439498,2,SUV,Ford,Male,Single,North,2,3,8
58339.60525015314,39.22819723886304,,670.3733759965518,3,SUV,Chevy,Female,Single,South,4,3,7
53760.61620982389,,,697.5915684480652,3,SUV,Chevy,Female,,South,3,3,5
41447.70117181809,,94954.74639054325,767.0475211205146,2,Sedan,Ford,Female,Single,West,3,3,5
41989.12902960627,,75549.37548227086,700.5355013839516,4,Sedan,Ford,Female,Single,South,3,1,5
55185.1633965508,39.250624282762764,90043.65202076384,689.140472490052,2,Sedan,Dodge,Male,Married,South,3,1,2
52377.738949955616,40.288488947931846,68190.8767916771,710.5242214686793,2,SUV,Ford,Male,Single,West,4,0,7
50910.80415833279,36.950187001516696,69940.81545702832,641.7214832360041,2,Sedan,Dodge,Female,Married,East,4,0,9
45529.76100811669,37.96867953676572,90810.53523792878,711.0424142402372,1,Sedan,Chevy,Male,Married,West,2,3,1
40241.03055110513,35.9640666301309,38029.882729960926,784.802200806906,2,Sedan,Ford,Male,,South,4,1,3
68430.58183576154,48.56665119869407,75194.75743354374,659.5692822890267,4,SUV,Dodge,Female,Single,North,3,3,5
58336.708237522194,41.940210045057995,69000.57975666203,713.3527575132968,4,SUV,Ford,Male,Married,West,2,1,1
36391.709633079256,62.56752472168766,95409.16807278426,698.8252879544434,4,Sedan,Ford,Female,Single,North,4,2,3
55590.814736640896,41.607045512784616,67076.3055753027,697.5456302631744,2,SUV,Chevy,Female,Single,South,2,1,7
51898.81738117941,34.49142529671338,82748.77454355141,696.6436125333104,1,SUV,Chevy,Female,Married,South,3,2,3
61463.860303137044,,,735.7154441885326,1,SUV,Chevy,Female,,West,3,0,9
39200.38097562027,,52611.06008804384,645.0939329489693,1,Sedan,Chevy,Male,,East,2,0,2
45913.676404191836,49.901247868928166,,,2,Sedan,Ford,Male,Single,South,3,0,9
62446.616206690116,45.921029832024914,68525.45348871093,703.4567231458367,3,SUV,Dodge,Female,,West,4,1,2
59485.493201238394,46.230110292977486,89194.39870244391,611.8638680071696,2,SUV,Chevy,Female,Single,East,4,1,8
48865.74095740338,45.35654051352474,,718.9919123648496,3,SUV,Ford,Female,Single,South,4,2,6
44591.610665766486,28.979154352239348,71501.96954911227,705.6959945030001,1,Sedan,Ford,Male,Single,North,3,0,9
50682.407570813004,43.67529047561412,59288.87924375923,656.412310112093,4,SUV,Chevy,Female,,South,4,1,1
41951.145489929695,26.75138696149761,90572.20044030136,708.0285804384059,1,Sedan,Chevy,Male,Married,North,4,3,3
53909.52721640587,38.25637163587466,73985.20835101827,634.1867589949279,4,Sedan,Ford,Male,Single,East,3,0,7
42412.63995010822,32.743825434367125,50724.35151498807,665.7648121902317,4,Sedan,Chevy,Male,Single,West,3,3,7
37933.985296785504,,52014.294015451145,701.8487833457807,1,Sedan,Ford,Female,Single,East,4,0,6
50745.73374652441,43.34126247338234,81564.50145109465,,2,Sedan,Ford,Female,Married,North,4,1,8
64946.78065231966,,,642.4307460935607,3,SUV,Chevy,Female,Married,South,2,1,9
61449.91598389898,42.87296572749087,102894.71240405421,649.9059220368913,4,SUV,Ford,Female,Single,South,3,2,7
48969.707398665516,33.931746582136014,,703.9586241525154,2,SUV,Chevy,Male,Single,North,4,0,4
56519.627632777,,74994.58911964086,722.0669542572084,2,SUV,Dodge,Male,Married,East,2,3,9
54180.42123943694,49.203961612544845,77386.67949240458,655.3598772131684,1,Sedan,Dodge,Male,Married,North,4,3,2
